Online boarding,Delay Ratio,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,satisfaction
2,0.0,2,2,1,2,2349.0,2,1,3,2,2,0
0,0.245,2,1,1,5,199.0,5,5,1,5,0,0
5,0.00332667997338656,2,0,0,4,3005.0,5,5,4,5,2,1
1,0.03125,1,2,0,1,319.0,1,1,4,1,5,0
4,0.028869286287089013,4,1,1,3,1246.0,5,5,3,4,5,0
3,0.021711366538952746,3,0,0,3,782.0,3,3,3,4,4,0
3,0.04857142857142857,1,1,1,2,349.0,3,1,2,1,1,0
0,0.0,1,1,1,4,247.0,4,2,5,4,0,0
0,0.0,0,1,1,1,604.0,1,3,5,1,0,1
5,0.0,5,1,0,5,147.0,5,2,3,5,5,1
5,0.0,5,1,1,1,109.0,1,3,5,1,5,1
2,0.0,2,0,0,1,404.0,1,2,4,1,2,0
3,0.016574585635359115,2,0,0,2,723.0,2,3,3,2,2,0
3,0.08865248226950355,3,1,0,1,563.0,1,1,2,1,3,0
3,0.01593625498007968,3,0,0,4,1756.0,5,4,4,4,3,1
4,0.031438631790744465,1,0,0,4,1987.0,4,4,4,3,1,1
4,0.0,2,0,0,4,1436.0,4,3,5,4,2,1
5,0.0,4,0,0,5,3726.5,5,5,5,3,4,1
5,0.0,4,0,0,4,125.0,5,4,4,3,4,1
5,0.0,5,2,0,5,326.0,5,3,2,5,5,1
5,0.015913611821540212,1,0,0,4,3518.0,4,5,4,5,1,1
3,0.0,3,0,0,4,347.0,5,4,5,4,3,0
0,0.0,0,2,0,4,325.0,4,1,4,4,0,1
3,0.0,3,1,1,2,1678.0,2,3,4,2,3,0
4,0.008586525759577279,4,0,0,4,1513.0,5,4,4,4,4,1
4,0.1893939393939394,5,1,0,5,329.0,5,4,2,5,2,1
4,0.07318501170960187,5,0,0,4,853.0,4,5,1,4,5,1
1,0.025794469665703673,4,0,0,5,2422.0,5,4,4,5,4,1
3,0.02109704641350211,3,2,1,4,236.0,4,4,4,4,3,0
5,0.06430041152263374,3,0,0,4,971.0,5,4,4,3,3,1
3,0.13796909492273732,3,0,0,3,452.0,2,3,3,4,2,0
5,0.0,5,1,0,3,190.0,3,2,3,3,5,1
5,0.0,4,1,1,2,552.0,2,4,5,2,5,0
3,0.030727630285152407,2,0,0,2,2033.0,4,2,2,3,1,0
5,0.005460750853242321,3,0,0,5,1464.0,5,5,4,5,3,1
2,0.004470938897168405,2,1,0,2,670.0,1,3,2,2,2,0
3,0.018540492435479086,3,0,0,3,3370.0,3,1,2,3,1,0
4,0.0,4,0,0,4,1171.0,5,4,4,4,3,1
1,0.0,1,1,1,1,1276.0,1,5,4,1,1,0
2,0.003404255319148936,2,1,0,2,1174.0,1,5,1,2,2,0
4,0.0,1,1,0,1,1055.0,4,1,1,2,4,0
1,0.003629764065335753,1,0,0,4,550.0,5,4,4,3,1,1
1,0.10416666666666667,2,0,0,3,599.0,1,3,3,5,2,1
1,0.004158004158004158,1,2,0,1,480.0,1,2,4,1,3,0
5,0.0,3,0,0,5,3535.0,5,5,5,5,3,1
2,0.003518029903254178,2,1,1,3,1136.0,3,2,3,3,2,0
3,0.0,3,1,0,3,1091.0,3,1,2,3,3,1
1,0.15853658536585366,1,1,1,1,163.0,1,5,5,1,1,0
3,0.09356287425149701,2,0,0,5,667.0,3,4,4,3,1,1
5,0.00028042624789680314,3,0,0,4,3565.0,4,4,4,5,3,1
3,0.0,3,1,1,4,321.0,4,4,4,4,3,0
3,0.0,1,0,0,1,2522.0,3,1,1,1,1,0
5,0.0,2,0,0,5,3358.0,5,5,5,5,4,1
5,0.1539408866995074,2,0,0,3,405.0,5,3,3,3,2,1
5,0.0,4,0,0,4,978.0,4,4,4,1,2,1
2,0.0,1,0,0,2,1570.0,2,3,4,2,1,1
4,0.004857737682165163,5,0,0,2,1440.0,4,2,2,5,5,1
4,0.01315068493150685,3,0,0,4,3649.0,4,4,4,3,3,1
2,0.16619318181818182,2,0,0,1,351.0,1,4,3,1,2,0
2,0.025906735751295335,2,1,1,3,192.0,5,3,3,3,2,0
4,0.15135135135135136,2,0,0,5,369.0,5,5,5,3,2,1
4,0.053811659192825115,3,0,0,4,222.0,4,5,4,4,3,1
5,0.0,5,0,0,4,3119.0,1,5,4,1,5,1
4,0.11704119850187265,3,1,1,2,533.0,4,3,2,5,3,0
5,0.03324468085106383,5,0,0,5,1879.0,4,5,5,3,5,1
5,0.0,4,1,0,4,721.0,3,5,5,4,4,1
4,0.005924950625411455,3,0,0,5,1518.0,4,5,5,3,3,1
4,0.0,5,0,0,5,158.0,4,5,5,4,5,1
3,0.0,3,1,1,4,1069.0,4,2,5,4,3,0
0,0.0,4,1,1,2,213.0,2,1,3,2,0,1
4,0.0,5,0,0,4,595.0,4,4,5,4,5,1
2,0.0,2,0,0,2,1562.0,2,3,3,2,2,0
4,0.006396588486140725,5,0,0,4,937.0,5,4,4,3,5,1
4,0.008942337341967314,3,0,0,4,3242.0,5,4,4,5,3,1
4,0.0,4,1,0,2,432.0,2,5,5,2,4,0
3,0.03315217391304348,4,0,0,3,1839.0,4,2,3,2,3,0
5,0.0,1,0,1,2,694.0,5,1,2,5,1,0
2,0.019891500904159132,2,0,0,2,1105.0,3,2,2,2,2,0
1,0.20833333333333334,1,1,0,1,299.0,1,1,1,1,3,0
1,0.01647323099962561,1,0,0,1,2670.0,1,2,4,1,3,0
5,0.0,4,0,0,4,1997.0,4,4,4,4,4,1
3,0.08333333333333333,3,1,1,4,503.0,4,5,5,4,3,0
2,0.0,2,1,0,1,67.0,1,2,2,1,2,0
3,0.0,0,2,1,2,1199.0,3,0,2,5,0,1
4,0.019101466992665038,1,0,0,5,3271.0,5,5,5,5,1,1
1,0.3191489361702128,2,0,0,5,140.0,3,5,5,4,2,1
3,0.02857142857142857,3,1,1,5,1609.0,5,2,4,5,3,0
2,0.10364842454394693,2,1,0,3,602.0,3,1,1,3,2,0
3,0.0,3,1,0,2,271.0,2,2,4,2,3,0
2,0.0,2,1,1,2,148.0,2,2,3,2,2,0
3,0.0014992503748125937,3,0,0,2,666.0,2,3,3,2,3,0
5,0.00911854103343465,5,0,0,2,328.0,1,4,4,2,5,1
2,0.0,2,0,0,2,3104.0,2,3,1,2,4,0
3,0.02035928143712575,3,1,1,2,834.0,2,2,1,2,3,0
3,0.021373679154658983,1,0,0,1,2081.0,3,1,1,2,4,0
5,0.03916725476358504,2,0,0,3,1416.0,4,4,3,4,2,1
4,0.0,3,1,1,4,759.0,3,3,5,4,4,0
3,0.046511627906976744,3,1,1,3,214.0,3,3,3,3,3,0
3,0.0,5,0,0,4,89.0,2,4,4,1,4,1
5,0.0,1,0,0,5,3015.0,5,5,5,3,1,1
4,0.06300403225806452,5,0,0,4,991.0,4,5,3,4,5,1
2,0.003703703703703704,2,1,1,5,539.0,5,2,3,5,2,0
3,0.0,0,0,0,5,141.0,5,5,5,5,0,1
3,0.001658374792703151,4,1,0,5,1205.0,5,5,4,5,3,1
2,0.0,2,1,0,2,590.0,2,1,4,2,2,0
2,0.001658374792703151,2,1,1,4,602.0,4,2,4,4,2,0
4,0.0,3,0,0,4,391.0,5,4,4,4,3,1
4,0.026239067055393587,4,2,1,1,342.0,1,5,5,1,4,1
2,0.0,2,1,0,3,708.0,3,3,4,3,2,0
2,0.0,2,2,0,1,1107.0,1,2,2,1,2,0
2,0.009066183136899365,2,0,0,2,1102.0,2,4,2,2,3,0
3,0.0456,3,1,0,4,1249.0,4,1,4,4,3,0
4,0.0016096579476861167,3,0,0,4,3726.5,5,4,4,4,3,1
4,0.04854368932038835,4,1,0,4,102.0,4,2,1,4,4,1
0,0.08356545961002786,1,0,0,3,358.0,3,1,3,3,0,0
1,0.08793456032719836,1,1,0,1,488.0,1,2,2,1,1,0
4,0.0006600660066006601,3,1,1,3,1514.0,3,1,2,3,4,0
5,0.00546448087431694,2,0,0,4,1829.0,4,5,4,5,2,1
2,0.0,2,0,0,5,3433.0,3,5,5,4,2,1
1,0.0,1,1,0,5,649.0,5,2,4,5,1,0
4,0.011074651353568499,4,0,0,4,3656.0,5,4,4,3,4,1
5,0.09968102073365231,4,1,1,2,626.0,2,3,3,2,5,1
5,0.003151591553734636,3,0,0,4,3172.0,5,4,4,5,3,1
1,0.0,4,0,0,5,3282.0,3,5,5,1,4,1
3,0.0,3,1,1,5,1744.0,5,3,4,5,3,0
4,0.0,4,1,0,3,101.0,3,2,4,3,4,1
4,0.3324468085106383,2,1,1,2,187.0,5,2,2,3,2,0
5,0.0,5,0,0,3,448.0,3,3,3,3,5,1
3,0.019189765458422176,3,1,1,3,468.0,4,4,3,3,3,0
1,0.0,1,1,1,4,272.0,4,5,3,4,1,0
5,0.0,2,2,1,4,247.0,4,2,4,3,2,0
2,0.018998272884283247,3,1,0,1,578.0,1,4,4,1,2,0
2,0.0,5,1,0,5,589.0,1,5,5,1,4,1
3,0.0,3,1,1,5,911.0,5,1,1,5,3,0
3,0.0,3,1,0,3,925.0,2,3,3,4,2,0
1,0.0,3,1,1,2,1069.0,2,3,2,2,3,0
2,0.0,2,0,0,1,746.0,1,5,3,1,2,0
5,0.1258426966292135,4,0,0,5,444.0,4,5,5,3,4,1
5,0.0,3,0,0,5,2556.0,5,5,5,3,4,1
3,0.0,3,1,0,3,1892.0,3,1,4,3,3,0
4,0.22058823529411764,1,1,1,5,67.0,4,1,5,5,1,0
3,0.015355086372360844,3,1,0,2,1041.0,2,2,1,2,3,0
0,0.0,0,2,0,4,933.0,1,3,4,4,0,1
5,0.0,4,1,1,2,1721.0,4,5,2,4,5,0
4,0.05545696539485359,1,0,0,1,1126.0,3,1,1,4,3,0
2,0.007743362831858407,2,1,1,2,903.0,2,5,5,2,2,0
5,0.0,4,0,0,4,3685.0,4,4,4,4,4,1
4,0.0,4,0,0,4,1465.0,4,5,4,4,4,1
2,0.0,1,0,0,5,3726.5,5,5,5,5,1,1
1,0.0,1,1,1,4,621.0,4,5,3,4,1,0
5,0.0,5,1,1,1,1262.0,1,3,3,1,5,1
4,0.0,3,0,0,4,1096.0,4,4,4,4,3,1
3,0.0,1,1,1,2,700.0,2,1,2,1,1,0
3,0.03508771929824561,3,0,0,2,227.0,2,4,4,2,3,0
1,0.03066271018793274,2,2,0,2,1010.0,2,2,2,3,2,0
4,0.0,2,0,0,1,1590.0,4,2,1,4,2,1
2,0.0,2,1,0,3,624.0,3,4,3,3,2,0
5,0.11405109489051095,5,0,0,5,547.0,5,5,5,3,5,1
4,0.0,5,0,0,2,2402.0,1,2,2,2,5,1
4,0.02153000458085204,1,0,0,3,2182.0,4,3,3,1,4,0
1,0.0,1,1,1,1,868.0,1,4,5,1,1,0
5,0.0,3,0,0,4,1803.0,4,4,4,4,3,1
5,0.0,5,1,0,4,812.0,4,4,4,4,5,1
2,0.008938547486033519,2,0,0,2,3579.0,2,2,2,4,5,0
4,0.35919540229885055,2,1,1,1,173.0,4,0,1,3,0,0
4,0.05167958656330749,5,0,0,5,386.0,4,5,5,4,5,1
5,0.004490057729313663,4,0,0,3,1558.0,4,3,3,3,2,1
5,0.0,3,0,0,5,883.0,5,5,5,4,3,1
4,0.0,4,1,1,5,436.0,5,2,3,5,4,1
4,0.0,4,1,1,3,594.0,1,1,1,3,4,0
4,0.06725146198830409,2,0,0,4,341.0,5,4,4,4,5,1
4,0.01676727028839705,3,0,0,5,3726.5,4,5,5,4,2,1
3,0.02448355011476664,3,1,0,3,1306.0,3,2,4,3,2,0
0,0.0,1,1,1,5,811.0,5,3,2,5,0,0
4,0.0,2,0,0,2,2285.0,4,2,2,3,3,0
5,0.0,2,1,1,5,153.0,4,2,5,5,2,0
3,0.05992329817833174,3,1,1,1,1042.0,1,2,5,1,3,0
3,0.0,3,0,0,3,258.0,4,3,3,4,2,0
3,0.0,3,2,1,5,1085.0,5,4,3,5,3,0
2,0.08856682769726248,2,1,0,2,620.0,2,3,4,2,4,0
2,0.013230900554844216,2,1,0,2,2342.0,2,2,2,2,4,0
3,0.0,4,0,0,4,3726.5,3,4,4,1,1,0
1,0.009193054136874362,1,1,0,5,978.0,5,5,5,5,1,0
3,0.0,3,1,1,1,2611.0,3,3,3,3,3,0
1,0.0,1,1,1,3,391.0,3,2,4,3,1,0
5,0.05133928571428571,2,0,0,5,447.0,4,5,5,4,2,1
4,0.2436548223350254,4,1,0,2,196.0,2,5,3,2,4,0
4,0.03384968445209409,5,0,0,4,1742.0,5,4,4,5,5,1
5,0.0,4,0,1,4,169.0,5,4,4,3,4,0
4,0.2261904761904762,4,0,0,5,83.0,5,4,3,5,4,1
3,0.003207184092366902,4,2,1,4,1558.0,3,4,4,4,4,0
5,0.0,5,1,0,5,395.0,5,1,1,5,2,1
3,0.023645320197044337,3,0,0,3,1014.0,3,3,3,1,3,0
3,0.011806375442739079,5,0,0,3,846.0,3,2,3,3,5,1
3,0.001774622892635315,3,2,1,4,1126.0,4,4,4,4,3,0
2,0.0,3,1,0,5,637.0,5,4,4,5,2,0
4,0.0,1,0,0,3,1869.0,5,3,3,5,1,1
0,0.0,0,2,0,1,669.0,1,2,5,1,0,1
0,0.0,0,1,1,3,1013.0,3,3,1,3,0,1
5,0.0,4,0,0,4,2125.0,4,4,4,3,4,1
2,0.0,2,1,1,5,236.0,5,5,5,5,2,0
2,0.0,2,1,1,2,2176.0,2,5,3,2,2,0
4,0.11983471074380166,4,1,1,2,483.0,2,2,2,2,4,0
5,0.05199516324062878,3,0,1,1,826.0,4,3,1,4,3,0
1,0.29205607476635514,2,1,0,4,213.0,2,4,5,2,3,0
4,0.0046449900464499,1,0,0,4,1506.0,4,4,4,4,1,1
5,0.0,2,0,0,2,3697.0,4,2,2,5,2,1
4,0.027976723366159355,4,0,0,2,2233.0,3,4,2,3,2,0
4,0.06585879873551106,4,1,0,4,948.0,4,1,3,4,4,0
2,0.013560804899387576,4,0,0,5,2285.0,2,5,5,4,4,1
2,0.03010890454836643,3,0,0,3,1560.0,1,3,3,2,2,0
5,0.03614806246385194,1,0,0,5,1728.0,4,5,5,5,4,1
3,0.00548159749412686,3,2,1,2,1276.0,2,5,3,2,3,0
4,0.03179043743641913,0,0,0,3,1965.0,4,3,3,5,0,1
4,0.015822784810126583,3,0,0,3,3475.0,3,3,3,4,1,0
3,0.0,3,1,1,3,957.0,3,3,2,3,3,0
5,0.0,1,0,0,4,3636.0,4,4,4,2,1,1
3,0.14534883720930233,2,1,1,2,429.0,2,3,1,2,3,0
2,0.05841121495327103,2,1,1,4,1069.0,4,1,2,4,2,0
2,0.009721322099805573,2,1,1,1,1542.0,1,2,3,1,2,0
4,0.04410726887791108,2,1,1,5,1416.0,4,2,5,2,2,0
2,0.0,2,1,1,4,866.0,4,4,5,4,2,0
4,0.0,3,0,0,4,1605.0,5,4,4,3,5,1
5,0.0,5,1,0,5,153.0,4,5,5,2,1,1
0,0.23062730627306274,2,1,1,2,270.0,3,5,4,2,0,0
4,0.0,3,0,0,3,226.0,4,3,3,3,1,0
4,0.0,5,0,0,5,1825.0,4,5,5,4,5,1
1,0.0,1,1,0,3,733.0,3,5,2,3,1,0
4,0.03333333333333333,5,0,0,5,119.0,5,5,5,5,5,1
5,0.0,2,0,0,3,669.0,5,4,3,3,2,1
1,0.0,1,2,1,4,405.0,4,4,4,4,1,0
1,0.0022123893805309734,1,1,1,1,451.0,1,4,5,1,1,0
0,0.01310344827586207,0,0,0,2,1449.0,2,5,4,2,0,1
1,0.0,5,0,0,5,181.0,5,4,5,2,5,1
2,0.006738544474393531,2,1,0,1,1483.0,1,5,3,1,2,0
5,0.0,3,0,0,4,3239.0,4,5,4,3,3,1
2,0.0009727626459143969,2,0,1,5,1027.0,5,4,3,5,2,0
3,0.0,1,0,0,1,3726.5,3,1,1,2,4,0
1,0.08355795148247978,1,0,0,5,370.0,1,5,5,4,1,1
4,0.011940298507462687,3,1,0,3,669.0,4,5,3,3,3,1
3,0.0,3,1,0,1,329.0,1,4,5,1,3,0
5,0.02018733850129199,4,0,0,5,3095.0,5,4,5,5,4,1
3,0.004207573632538569,3,2,1,3,712.0,3,3,1,3,3,0
5,0.029003783102143757,4,1,1,5,792.0,5,5,4,5,5,0
2,0.0,1,0,0,1,1573.0,1,5,2,1,4,0
3,0.0,4,0,0,4,980.0,4,4,4,4,1,0
1,0.0,1,0,0,4,2314.0,1,4,4,2,1,1
5,0.0,1,1,1,5,986.0,5,1,5,3,1,0
4,0.0010799136069114472,5,0,0,5,925.0,5,5,5,5,5,1
4,0.00404040404040404,3,0,0,4,989.0,5,4,4,3,3,1
3,0.0,4,0,0,3,482.0,1,5,5,3,3,1
3,0.0008347245409015025,3,1,1,2,1197.0,2,5,3,2,3,0
5,0.005336179295624333,3,0,0,5,1873.0,5,5,5,3,3,1
4,0.03311649911295092,5,0,0,5,1690.0,5,4,5,3,5,1
5,0.0014534883720930232,1,0,0,4,687.0,5,4,4,4,1,1
1,0.013959390862944163,1,1,0,4,787.0,5,5,2,4,0,0
5,0.0,5,1,1,3,853.0,3,1,4,3,5,1
4,0.0,4,1,0,4,733.0,4,2,4,4,4,0
2,0.0,2,0,0,3,861.0,3,5,3,3,2,0
3,0.0014814814814814814,1,0,0,1,674.0,3,1,1,3,2,0
2,0.0,2,1,1,2,479.0,2,5,2,2,2,0
2,0.0009624639076034649,2,1,0,2,1038.0,2,3,3,2,2,0
5,0.0,1,0,0,5,1587.0,5,4,4,5,1,1
4,0.014746543778801843,5,0,0,4,1084.0,4,4,4,5,5,1
3,0.09579439252336448,3,1,1,3,427.0,3,3,4,3,3,0
2,0.0,1,2,1,4,895.0,4,2,3,4,2,0
5,0.0,1,0,0,3,534.0,5,4,3,3,1,1
4,0.002026342451874367,4,1,1,2,986.0,2,2,3,2,4,0
5,0.07557436517533253,5,1,0,5,826.0,5,2,3,5,2,1
2,0.0,1,0,0,1,239.0,3,1,1,1,2,0
5,0.0,1,0,0,5,1046.0,5,3,5,5,1,1
2,0.0,2,0,0,5,516.0,2,5,5,1,2,1
1,0.046012269938650305,1,1,0,1,651.0,1,5,4,1,2,0
3,0.004490500863557859,3,0,0,3,2894.0,3,5,5,3,3,1
3,0.0,3,1,1,4,1009.0,4,5,3,4,3,0
2,0.0076077768385460695,2,1,1,3,1182.0,3,2,5,3,2,0
5,0.06265060240963856,4,1,1,4,829.0,4,3,4,4,5,0
3,0.0,3,1,0,1,577.0,1,2,3,1,3,0
3,0.03816793893129771,3,1,0,3,130.0,3,5,1,3,3,0
5,0.0,3,2,1,1,965.0,5,3,1,3,3,0
3,0.0019710906701708277,3,1,1,4,1521.0,4,1,2,4,3,0
1,0.0,1,1,0,5,1082.0,5,2,1,5,1,0
5,0.012833675564681724,5,1,0,5,1947.0,5,2,5,5,5,1
3,0.0,3,1,1,3,844.0,3,4,4,3,3,0
4,0.005157593123209169,4,1,0,3,1744.0,3,4,1,3,4,0
2,0.06532066508313539,2,1,1,4,841.0,4,2,1,4,2,0
1,0.008957133717210493,1,1,0,5,1562.0,5,2,2,5,1,0
2,0.02857142857142857,2,0,0,2,314.0,1,2,3,2,2,0
5,0.0,5,1,1,4,926.0,4,2,1,4,5,1
3,0.006650544135429262,3,0,0,5,1653.0,3,5,5,4,3,1
0,0.13647642679900746,1,1,0,5,402.0,3,4,1,5,0,0
4,0.00510204081632653,4,1,0,3,391.0,3,2,3,3,4,1
3,0.011111111111111112,3,1,0,3,1979.0,3,3,3,2,2,0
5,0.011299435028248588,2,1,1,5,1061.0,5,2,5,4,2,0
2,0.0030102347983142685,2,1,1,2,1660.0,2,2,5,2,2,0
4,0.0,3,1,1,3,283.0,3,3,3,4,3,0
5,0.0,4,0,0,4,541.0,5,4,4,3,4,1
5,0.02040816326530612,3,0,0,5,342.0,4,5,5,5,2,1
5,0.0,0,0,0,1,3645.0,5,1,1,3,0,1
3,0.0,2,2,1,2,605.0,4,2,2,5,2,0
1,0.0,2,0,0,5,1691.0,3,5,5,5,2,1
3,0.052854122621564484,3,1,1,2,472.0,4,3,4,2,3,0
5,0.0,4,1,0,4,793.0,2,4,4,1,2,1
5,0.17857142857142858,0,0,0,5,349.0,5,5,5,3,0,1
3,0.0,3,0,0,3,337.0,3,2,3,1,4,0
3,0.004694835680751174,3,1,0,4,425.0,4,3,4,4,3,0
2,0.0,2,2,1,2,299.0,2,5,3,2,2,0
2,0.05485232067510549,2,0,0,4,236.0,3,4,4,4,2,0
3,0.10572687224669604,3,0,0,5,226.0,5,3,5,5,2,0
2,0.05621301775147929,2,1,1,5,337.0,5,4,5,5,2,0
0,0.11343012704174228,1,1,0,1,550.0,1,1,4,1,0,0
2,0.0,4,1,0,4,987.0,5,4,4,5,4,1
4,0.0,5,0,0,2,2103.0,4,2,2,4,4,1
2,0.05912961210974456,3,2,1,3,1056.0,4,3,3,2,3,0
2,0.0049504950495049506,2,1,0,1,1009.0,1,3,4,1,2,0
2,0.0,2,2,1,3,587.0,3,3,5,3,2,0
4,0.08644859813084112,4,1,1,5,427.0,5,1,2,5,4,0
2,0.07917383820998279,3,1,0,1,580.0,1,5,4,1,2,0
2,0.0,1,1,1,5,425.0,4,1,5,3,1,0
3,0.0,3,0,0,3,1709.0,3,4,2,3,5,0
5,0.0,5,1,0,5,174.0,5,1,1,5,5,1
5,0.06422018348623854,5,1,0,5,871.0,5,4,5,5,2,1
4,0.04656319290465632,4,2,0,4,450.0,4,2,5,4,4,1
4,0.033444816053511704,4,1,0,4,1195.0,4,1,4,4,3,0
5,0.015570934256055362,5,0,0,5,577.0,5,3,5,5,5,1
5,0.022222222222222223,3,0,0,3,404.0,4,4,3,4,3,1
4,0.0,1,0,0,1,372.0,3,0,1,4,0,0
4,0.0,4,1,0,4,214.0,4,1,5,4,4,1
4,0.0,3,0,0,5,214.0,5,5,5,4,3,1
2,0.2976190476190476,5,1,0,5,209.0,4,5,5,5,3,1
1,0.01529051987767584,5,0,0,4,326.0,2,4,4,4,5,1
3,0.0,3,1,1,4,270.0,2,3,4,5,3,0
3,0.0,4,1,0,4,147.0,3,4,4,3,5,0
4,0.0,4,1,0,2,166.0,2,3,4,2,4,1
3,0.004658385093167702,3,1,1,5,643.0,5,3,4,5,3,0
4,0.0,4,1,0,1,822.0,1,4,3,1,4,1
5,0.006283228612856452,1,0,0,5,2068.0,5,5,5,5,4,1
4,0.0546875,4,2,0,4,255.0,4,5,2,4,3,1
0,0.0,0,1,0,5,526.0,5,3,4,5,0,1
5,0.033112582781456956,4,1,0,5,301.0,5,1,5,5,5,1
2,0.0,2,2,1,4,746.0,4,4,2,4,2,0
4,0.0016645859342488557,4,0,0,2,2402.0,4,2,2,3,4,1
3,0.0,3,0,0,5,597.0,5,5,3,5,4,0
3,0.06264367816091954,3,0,0,3,869.0,3,4,2,3,3,0
4,0.02895752895752896,4,0,0,3,517.0,3,4,5,3,4,1
4,0.008298755186721992,4,2,0,4,722.0,3,3,2,4,5,1
1,0.04341317365269461,1,0,1,4,667.0,4,4,3,4,1,0
1,0.009962640099626401,1,1,1,2,802.0,2,2,2,2,1,0
4,0.09296482412060302,3,0,0,4,397.0,4,4,4,5,3,1
2,0.0356938892061679,3,1,1,1,1750.0,1,4,4,1,2,0
3,0.02459016393442623,3,0,0,4,853.0,4,5,3,4,3,0
2,0.12703252032520326,2,0,0,4,491.0,4,5,5,4,2,0
3,0.023181454836131096,3,1,1,4,1250.0,2,3,4,2,3,0
1,0.0,1,0,0,5,188.0,5,5,5,4,1,1
4,0.11859838274932614,5,0,0,5,370.0,5,4,5,5,5,1
3,0.0,3,1,0,2,1008.0,2,1,4,2,3,0
1,0.10051546391752578,5,0,0,5,387.0,1,5,5,5,3,1
3,0.10064412238325282,3,1,0,1,620.0,1,5,2,1,3,0
4,0.0,4,1,1,4,468.0,5,4,5,4,4,1
2,0.01559792027729636,2,1,1,1,576.0,1,2,3,1,2,0
4,0.0,4,0,0,4,3040.0,4,4,3,4,4,1
5,0.007340485601355167,2,0,0,5,1770.0,4,4,5,3,2,1
3,0.0,4,2,1,4,1107.0,4,4,4,1,4,1
3,0.03764544832306639,3,0,0,3,1460.0,3,3,3,1,4,0
4,0.0028873917228103944,5,0,0,5,2077.0,4,5,5,4,5,1
3,0.0,3,1,0,1,1262.0,1,1,3,1,3,0
3,0.0,3,1,1,2,216.0,2,4,5,2,3,0
4,0.13950892857142858,1,1,1,3,447.0,4,4,3,4,1,0
2,0.0,2,1,1,1,1197.0,1,5,1,1,2,0
4,0.0029211295034079843,4,2,0,4,1026.0,4,2,3,4,5,1
4,0.0,1,0,0,5,1616.0,1,5,5,5,1,1
2,0.0,3,1,1,3,882.0,4,1,2,3,2,0
4,0.017081169718502324,2,0,0,5,3658.0,1,5,5,1,2,1
4,0.061191626409017714,3,1,1,3,620.0,3,3,4,3,4,0
4,0.02168021680216802,4,1,1,1,368.0,1,4,5,1,4,0
5,0.0,5,0,0,2,616.0,2,5,3,2,5,1
4,0.0,1,0,0,4,678.0,4,5,5,4,1,1
0,0.0,0,0,0,1,991.0,1,3,3,1,0,1
5,0.018746338605741066,5,0,0,5,1706.0,5,5,5,4,5,1
1,0.07318501170960187,1,2,0,1,853.0,1,4,4,1,5,0
3,0.0,3,0,0,2,2125.0,5,2,2,3,3,1
3,0.0,3,1,1,5,1416.0,5,4,3,5,3,0
4,0.001633453119895459,4,0,0,4,3060.0,4,4,1,4,5,0
5,0.0,5,1,0,5,1339.0,5,4,5,5,5,1
5,0.21477663230240548,2,0,0,4,290.0,5,4,4,4,2,1
5,0.10578842315369262,2,0,0,5,500.0,5,5,5,5,2,1
5,0.009115770282588878,5,1,0,2,1096.0,2,5,3,2,5,1
1,0.11685393258426967,1,1,0,1,444.0,1,5,4,1,2,0
5,0.004626951995373048,5,0,0,4,1728.0,5,4,4,5,5,1
3,0.13095238095238096,3,1,0,3,251.0,3,2,4,3,2,0
5,0.006503561474140601,5,0,0,4,3228.0,1,4,4,3,5,1
4,0.0,1,1,1,4,1053.0,5,1,4,3,1,0
1,0.0,1,1,1,5,369.0,5,5,1,5,1,0
5,0.21929824561403508,5,1,0,5,284.0,5,4,2,5,5,1
4,0.0014754703061600886,1,0,0,4,2710.0,5,4,4,3,1,1
3,0.003305785123966942,3,1,0,4,2419.0,4,2,2,4,3,0
3,0.11343012704174228,5,0,0,3,550.0,4,4,4,4,5,1
3,0.11776447105788423,3,1,1,3,500.0,3,5,5,3,3,0
4,0.0,3,1,1,3,817.0,4,3,3,3,3,0
3,0.017090511348099535,2,0,0,2,3656.0,3,2,2,3,4,0
2,0.0,2,1,1,3,395.0,3,3,4,3,2,0
4,0.0,1,0,0,4,2477.0,5,4,4,5,1,1
3,0.24050632911392406,3,2,1,3,236.0,3,4,3,3,3,0
0,0.005235602094240838,1,1,1,5,190.0,5,4,1,5,0,0
4,0.22977941176470587,3,0,0,5,271.0,4,4,5,5,3,1
5,0.025853154084798345,5,0,0,5,1933.0,5,5,5,4,5,1
4,0.0,4,1,1,2,954.0,2,5,5,2,4,0
5,0.0,4,1,0,4,106.0,1,4,4,5,2,1
5,0.004292421193829644,2,0,0,4,3726.5,3,4,4,4,2,1
2,0.017616580310880828,2,1,1,3,964.0,3,2,1,3,2,0
4,0.0,3,1,1,1,711.0,4,2,1,3,2,0
4,0.03763109191856878,4,0,0,4,1620.0,4,4,2,4,4,0
2,0.09057971014492754,2,1,1,2,689.0,2,5,4,2,2,0
2,0.03800675675675676,2,2,1,4,1183.0,4,2,5,4,2,0
4,0.020378219758721876,3,0,0,3,3066.0,4,4,3,3,3,1
4,0.0,1,0,0,4,526.0,5,4,4,4,1,1
1,0.0,1,0,0,1,1754.0,1,3,4,1,3,0
3,0.05692167577413479,3,1,1,4,1097.0,5,3,1,4,3,0
